transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description,country
9339,1078,2056,5065.26,2023-01-01 02:35:38,0,Discover,City-23,Retail,69,Purchase at Merchant-2056,Netherlands
9340,1066,2049,2091.04,2023-01-01 02:35:39,0,American Express,City-14,Gas Station,29,Purchase at Merchant-2049,Bulgaria
9341,1008,2011,1199.06,2023-01-01 02:35:40,1,American Express,City-37,Gas Station,70,Purchase at Merchant-2011,Cyprus
9342,1086,2063,5827.1,2023-01-01 02:35:41,0,American Express,City-30,Groceries,41,Purchase at Merchant-2063,Luxembourg
9343,1047,2004,4987.21,2023-01-01 02:35:42,1,Discover,City-13,Groceries,65,Purchase at Merchant-2004,Poland
9344,1051,2063,4535.53,2023-01-01 02:35:43,1,American Express,City-50,Online Shopping,41,Purchase at Merchant-2063,Albania
9345,1019,2014,9170.79,2023-01-01 02:35:44,0,MasterCard,City-20,Retail,64,Purchase at Merchant-2014,Bosnia and Herzegovina
9346,1092,2042,6018.19,2023-01-01 02:35:45,1,Discover,City-24,Retail,28,Purchase at Merchant-2042,Iceland
9347,1055,2072,7035.98,2023-01-01 02:35:46,0,American Express,City-7,Restaurant,50,Purchase at Merchant-2072,Czech Republic
9348,1048,2062,1481.55,2023-01-01 02:35:47,1,Visa,City-13,Restaurant,51,Purchase at Merchant-2062,Monaco
9349,1050,2079,4397.43,2023-01-01 02:35:48,0,Discover,City-44,Gas Station,67,Purchase at Merchant-2079,Denmark
9350,1048,2050,1053.56,2023-01-01 02:35:49,1,MasterCard,City-43,Retail,66,Purchase at Merchant-2050,Poland
9351,1002,2040,3941.09,2023-01-01 02:35:50,0,MasterCard,City-23,Online Shopping,56,Purchase at Merchant-2040,Albania
9352,1037,2064,5600.01,2023-01-01 02:35:51,1,American Express,City-40,Retail,47,Purchase at Merchant-2064,Finland
9353,1045,2099,7432.96,2023-01-01 02:35:52,0,Visa,City-38,Travel,30,Purchase at Merchant-2099,San Marino
9354,1045,2037,7109.6,2023-01-01 02:35:53,0,Visa,City-28,Retail,47,Purchase at Merchant-2037,Italy
9355,1040,2099,1375.68,2023-01-01 02:35:54,0,Discover,City-19,Groceries,58,Purchase at Merchant-2099,Albania
9356,1058,2088,8300.36,2023-01-01 02:35:55,1,MasterCard,City-10,Travel,53,Purchase at Merchant-2088,Austria
9357,1072,2090,3320.95,2023-01-01 02:35:56,0,MasterCard,City-27,Online Shopping,34,Purchase at Merchant-2090,Iceland
9358,1012,2008,3689.2,2023-01-01 02:35:57,1,Visa,City-4,Restaurant,19,Purchase at Merchant-2008,Spain
9359,1028,2068,7055.16,2023-01-01 02:35:58,1,MasterCard,City-41,Online Shopping,46,Purchase at Merchant-2068,France
9360,1094,2006,3049.95,2023-01-01 02:35:59,1,American Express,City-25,Gas Station,60,Purchase at Merchant-2006,North Macedonia
9361,1057,2025,1645.14,2023-01-01 02:36:00,0,MasterCard,City-4,Gas Station,18,Purchase at Merchant-2025,Moldova
9362,1095,2012,8218.24,2023-01-01 02:36:01,0,Visa,City-46,Retail,34,Purchase at Merchant-2012,Hungary
9363,1054,2040,2274.13,2023-01-01 02:36:02,0,Discover,City-2,Online Shopping,25,Purchase at Merchant-2040,Vatican City
9364,1057,2076,3007.86,2023-01-01 02:36:03,0,MasterCard,City-40,Travel,55,Purchase at Merchant-2076,Montenegro
9365,1037,2096,3765.39,2023-01-01 02:36:04,0,Discover,City-36,Gas Station,19,Purchase at Merchant-2096,Russia
9366,1021,2074,9926.73,2023-01-01 02:36:05,0,MasterCard,City-40,Gas Station,29,Purchase at Merchant-2074,San Marino
9367,1094,2070,3734.75,2023-01-01 02:36:06,0,MasterCard,City-46,Online Shopping,35,Purchase at Merchant-2070,Malta
9368,1055,2023,5504.4,2023-01-01 02:36:07,1,Visa,City-30,Gas Station,70,Purchase at Merchant-2023,Hungary
9369,1094,2083,6272.02,2023-01-01 02:36:08,0,Visa,City-11,Restaurant,25,Purchase at Merchant-2083,Latvia
9370,1054,2041,2550.35,2023-01-01 02:36:09,0,American Express,City-30,Gas Station,44,Purchase at Merchant-2041,Luxembourg
9371,1018,2095,2481.91,2023-01-01 02:36:10,1,Visa,City-17,Retail,61,Purchase at Merchant-2095,Andorra
9372,1076,2007,4334.28,2023-01-01 02:36:11,1,Discover,City-1,Groceries,67,Purchase at Merchant-2007,Latvia
9373,1077,2069,3896.72,2023-01-01 02:36:12,1,Visa,City-45,Gas Station,24,Purchase at Merchant-2069,Belgium
9374,1012,2004,9467.87,2023-01-01 02:36:13,1,Visa,City-21,Retail,49,Purchase at Merchant-2004,Belarus
9375,1019,2007,9104.72,2023-01-01 02:36:14,0,MasterCard,City-6,Groceries,46,Purchase at Merchant-2007,Russia
9376,1027,2039,3005.91,2023-01-01 02:36:15,0,American Express,City-17,Travel,26,Purchase at Merchant-2039,Bosnia and Herzegovina
9377,1039,2050,7949.14,2023-01-01 02:36:16,0,Visa,City-42,Online Shopping,30,Purchase at Merchant-2050,Kosovo
9378,1061,2025,8467.12,2023-01-01 02:36:17,0,American Express,City-45,Online Shopping,49,Purchase at Merchant-2025,Finland
9379,1068,2046,7093.1,2023-01-01 02:36:18,1,American Express,City-16,Gas Station,54,Purchase at Merchant-2046,San Marino
9380,1043,2069,3893.87,2023-01-01 02:36:19,1,MasterCard,City-8,Retail,58,Purchase at Merchant-2069,Luxembourg
9381,1009,2007,7274.28,2023-01-01 02:36:20,1,Visa,City-25,Restaurant,46,Purchase at Merchant-2007,Malta
9382,1076,2088,3460.32,2023-01-01 02:36:21,0,Discover,City-19,Groceries,66,Purchase at Merchant-2088,Slovakia
9383,1097,2056,6325.57,2023-01-01 02:36:22,1,American Express,City-6,Travel,32,Purchase at Merchant-2056,Italy
9384,1049,2095,3573.8,2023-01-01 02:36:23,0,Discover,City-5,Gas Station,20,Purchase at Merchant-2095,Poland
9385,1012,2066,2841.52,2023-01-01 02:36:24,0,Discover,City-39,Travel,54,Purchase at Merchant-2066,France
9386,1001,2068,832.49,2023-01-01 02:36:25,0,MasterCard,City-40,Online Shopping,18,Purchase at Merchant-2068,Russia
9387,1053,2023,6274.84,2023-01-01 02:36:26,1,Visa,City-6,Restaurant,39,Purchase at Merchant-2023,Hungary
9388,1082,2066,2684.67,2023-01-01 02:36:27,0,Visa,City-45,Retail,32,Purchase at Merchant-2066,Kosovo
9389,1035,2048,9319.59,2023-01-01 02:36:28,0,MasterCard,City-13,Travel,69,Purchase at Merchant-2048,Vatican City
9390,1054,2088,9291.59,2023-01-01 02:36:29,0,Discover,City-28,Travel,30,Purchase at Merchant-2088,Greece
9391,1023,2090,1157.9,2023-01-01 02:36:30,0,Visa,City-24,Gas Station,66,Purchase at Merchant-2090,Vatican City
9392,1072,2006,645.78,2023-01-01 02:36:31,1,Discover,City-27,Travel,21,Purchase at Merchant-2006,Greece
9393,1060,2028,39.34,2023-01-01 02:36:32,0,Visa,City-20,Gas Station,25,Purchase at Merchant-2028,Italy
9394,1091,2013,141.15,2023-01-01 02:36:33,0,Visa,City-46,Restaurant,61,Purchase at Merchant-2013,Montenegro
9395,1073,2059,1624.0,2023-01-01 02:36:34,0,Visa,City-4,Groceries,55,Purchase at Merchant-2059,Monaco
9396,1097,2024,1664.19,2023-01-01 02:36:35,1,Discover,City-42,Travel,28,Purchase at Merchant-2024,Croatia
9397,1018,2029,5141.07,2023-01-01 02:36:36,1,Discover,City-49,Restaurant,39,Purchase at Merchant-2029,Lithuania
9398,1026,2092,949.49,2023-01-01 02:36:37,1,Discover,City-11,Groceries,25,Purchase at Merchant-2092,Austria
9399,1024,2041,5649.8,2023-01-01 02:36:38,0,MasterCard,City-45,Gas Station,51,Purchase at Merchant-2041,Luxembourg
9400,1049,2010,727.33,2023-01-01 02:36:39,0,American Express,City-24,Online Shopping,45,Purchase at Merchant-2010,Ireland
9401,1038,2092,8342.95,2023-01-01 02:36:40,0,MasterCard,City-19,Travel,36,Purchase at Merchant-2092,Poland
9402,1071,2027,2873.93,2023-01-01 02:36:41,0,Visa,City-12,Retail,46,Purchase at Merchant-2027,Andorra
9403,1063,2064,9984.35,2023-01-01 02:36:42,0,American Express,City-28,Groceries,19,Purchase at Merchant-2064,Germany
9404,1006,2027,2286.99,2023-01-01 02:36:43,0,MasterCard,City-3,Gas Station,34,Purchase at Merchant-2027,Latvia
9405,1039,2074,7634.45,2023-01-01 02:36:44,1,Discover,City-3,Travel,51,Purchase at Merchant-2074,Czech Republic
9406,1075,2082,8379.39,2023-01-01 02:36:45,1,Discover,City-27,Online Shopping,41,Purchase at Merchant-2082,Iceland
9407,1039,2079,6679.79,2023-01-01 02:36:46,1,MasterCard,City-9,Travel,65,Purchase at Merchant-2079,Latvia
9408,1064,2002,3872.17,2023-01-01 02:36:47,0,Discover,City-35,Online Shopping,67,Purchase at Merchant-2002,Vatican City
9409,1072,2006,8894.7,2023-01-01 02:36:48,0,Visa,City-49,Groceries,38,Purchase at Merchant-2006,Moldova
9410,1095,2049,7055.28,2023-01-01 02:36:49,0,Visa,City-42,Groceries,20,Purchase at Merchant-2049,Finland
9411,1060,2027,2558.9,2023-01-01 02:36:50,0,Visa,City-37,Gas Station,28,Purchase at Merchant-2027,Poland
9412,1029,2089,5628.9,2023-01-01 02:36:51,0,Discover,City-43,Retail,31,Purchase at Merchant-2089,Belgium
9413,1004,2015,6943.01,2023-01-01 02:36:52,0,Visa,City-12,Retail,23,Purchase at Merchant-2015,Malta
9414,1001,2038,8110.5,2023-01-01 02:36:53,1,Discover,City-11,Restaurant,33,Purchase at Merchant-2038,Finland
9415,1020,2001,2885.14,2023-01-01 02:36:54,0,Discover,City-13,Retail,67,Purchase at Merchant-2001,Moldova
9416,1034,2031,7362.08,2023-01-01 02:36:55,1,Discover,City-34,Restaurant,46,Purchase at Merchant-2031,France
9417,1039,2085,1293.33,2023-01-01 02:36:56,0,American Express,City-17,Travel,66,Purchase at Merchant-2085,Lithuania
9418,1082,2043,8105.55,2023-01-01 02:36:57,0,Discover,City-14,Groceries,67,Purchase at Merchant-2043,Austria
9419,1082,2023,8595.69,2023-01-01 02:36:58,1,American Express,City-24,Groceries,64,Purchase at Merchant-2023,Netherlands
9420,1061,2050,5364.79,2023-01-01 02:36:59,0,Visa,City-30,Travel,36,Purchase at Merchant-2050,Romania
9421,1016,2030,2893.27,2023-01-01 02:37:00,0,American Express,City-39,Travel,63,Purchase at Merchant-2030,France
9422,1084,2048,6372.85,2023-01-01 02:37:01,1,Discover,City-40,Online Shopping,35,Purchase at Merchant-2048,Estonia
9423,1086,2052,2421.23,2023-01-01 02:37:02,1,MasterCard,City-13,Travel,49,Purchase at Merchant-2052,Monaco
9424,1037,2006,2020.81,2023-01-01 02:37:03,0,American Express,City-35,Travel,25,Purchase at Merchant-2006,Ukraine
9425,1054,2020,9343.04,2023-01-01 02:37:04,1,American Express,City-42,Travel,40,Purchase at Merchant-2020,Montenegro
9426,1023,2019,8120.96,2023-01-01 02:37:05,1,Discover,City-39,Gas Station,42,Purchase at Merchant-2019,Switzerland
9427,1063,2077,4253.28,2023-01-01 02:37:06,1,American Express,City-21,Restaurant,40,Purchase at Merchant-2077,Hungary
9428,1089,2032,8528.89,2023-01-01 02:37:07,0,MasterCard,City-37,Travel,21,Purchase at Merchant-2032,Slovenia
9429,1083,2080,3485.33,2023-01-01 02:37:08,0,Discover,City-20,Restaurant,31,Purchase at Merchant-2080,Kosovo
9430,1032,2086,9328.91,2023-01-01 02:37:09,0,American Express,City-24,Retail,70,Purchase at Merchant-2086,Liechtenstein
9431,1004,2034,305.41,2023-01-01 02:37:10,1,MasterCard,City-36,Retail,48,Purchase at Merchant-2034,Italy
9432,1016,2055,7262.83,2023-01-01 02:37:11,1,American Express,City-37,Restaurant,24,Purchase at Merchant-2055,Denmark
9433,1098,2088,5855.57,2023-01-01 02:37:12,0,MasterCard,City-11,Groceries,38,Purchase at Merchant-2088,Portugal
9434,1036,2074,7073.73,2023-01-01 02:37:13,0,American Express,City-10,Groceries,65,Purchase at Merchant-2074,Czech Republic
9435,1064,2091,1879.77,2023-01-01 02:37:14,0,Discover,City-21,Groceries,63,Purchase at Merchant-2091,Czech Republic
9436,1009,2081,5582.72,2023-01-01 02:37:15,0,Discover,City-5,Retail,19,Purchase at Merchant-2081,Switzerland
9437,1077,2040,1894.19,2023-01-01 02:37:16,1,Discover,City-42,Retail,18,Purchase at Merchant-2040,Bosnia and Herzegovina
9438,1096,2027,3777.34,2023-01-01 02:37:17,0,Discover,City-31,Travel,48,Purchase at Merchant-2027,Russia
9439,1047,2084,4602.2,2023-01-01 02:37:18,1,Discover,City-18,Travel,34,Purchase at Merchant-2084,Lithuania
9440,1075,2095,6001.83,2023-01-01 02:37:19,1,MasterCard,City-32,Gas Station,53,Purchase at Merchant-2095,Estonia
9441,1062,2035,3781.76,2023-01-01 02:37:20,1,American Express,City-21,Online Shopping,50,Purchase at Merchant-2035,Switzerland
9442,1073,2053,4160.72,2023-01-01 02:37:21,0,Visa,City-12,Restaurant,32,Purchase at Merchant-2053,Liechtenstein
9443,1056,2089,4360.72,2023-01-01 02:37:22,0,Discover,City-39,Gas Station,50,Purchase at Merchant-2089,Moldova
9444,1034,2002,788.82,2023-01-01 02:37:23,1,Discover,City-18,Online Shopping,27,Purchase at Merchant-2002,United Kingdom
9445,1081,2054,1404.1,2023-01-01 02:37:24,1,Visa,City-40,Groceries,45,Purchase at Merchant-2054,San Marino
9446,1088,2053,3141.34,2023-01-01 02:37:25,0,MasterCard,City-29,Travel,52,Purchase at Merchant-2053,Bosnia and Herzegovina
9447,1061,2049,3947.62,2023-01-01 02:37:26,0,MasterCard,City-30,Travel,27,Purchase at Merchant-2049,Albania
9448,1089,2036,2412.7,2023-01-01 02:37:27,0,MasterCard,City-23,Groceries,70,Purchase at Merchant-2036,Bosnia and Herzegovina
9449,1016,2025,1747.22,2023-01-01 02:37:28,1,Discover,City-26,Groceries,21,Purchase at Merchant-2025,Latvia
9450,1048,2100,9501.8,2023-01-01 02:37:29,1,Visa,City-24,Restaurant,23,Purchase at Merchant-2100,Spain
9451,1066,2063,330.4,2023-01-01 02:37:30,0,Visa,City-21,Gas Station,27,Purchase at Merchant-2063,Lithuania
9452,1094,2033,7936.4,2023-01-01 02:37:31,0,American Express,City-7,Online Shopping,20,Purchase at Merchant-2033,Luxembourg
9453,1074,2077,8384.49,2023-01-01 02:37:32,0,Visa,City-11,Gas Station,27,Purchase at Merchant-2077,Germany
9454,1003,2002,1345.06,2023-01-01 02:37:33,1,American Express,City-33,Retail,63,Purchase at Merchant-2002,Malta
9455,1034,2081,6992.49,2023-01-01 02:37:34,1,Visa,City-50,Gas Station,68,Purchase at Merchant-2081,Croatia
9456,1021,2089,2209.6,2023-01-01 02:37:35,0,Discover,City-33,Groceries,24,Purchase at Merchant-2089,Lithuania
9457,1075,2051,6141.05,2023-01-01 02:37:36,0,Visa,City-44,Restaurant,38,Purchase at Merchant-2051,Serbia
9458,1008,2006,5446.74,2023-01-01 02:37:37,0,American Express,City-40,Groceries,69,Purchase at Merchant-2006,Bosnia and Herzegovina
9459,1019,2090,732.98,2023-01-01 02:37:38,1,Visa,City-43,Retail,27,Purchase at Merchant-2090,Romania
9460,1041,2099,9885.79,2023-01-01 02:37:39,0,Discover,City-22,Retail,43,Purchase at Merchant-2099,Sweden
9461,1060,2058,7254.73,2023-01-01 02:37:40,0,MasterCard,City-28,Restaurant,29,Purchase at Merchant-2058,Albania
9462,1089,2017,9719.77,2023-01-01 02:37:41,0,MasterCard,City-13,Online Shopping,21,Purchase at Merchant-2017,Vatican City
9463,1018,2085,5541.73,2023-01-01 02:37:42,0,MasterCard,City-35,Travel,48,Purchase at Merchant-2085,Russia
9464,1046,2089,8912.12,2023-01-01 02:37:43,1,Visa,City-13,Restaurant,60,Purchase at Merchant-2089,Estonia
9465,1021,2029,4887.34,2023-01-01 02:37:44,1,American Express,City-28,Online Shopping,61,Purchase at Merchant-2029,Serbia
9466,1007,2010,6175.8,2023-01-01 02:37:45,1,Discover,City-32,Online Shopping,67,Purchase at Merchant-2010,Denmark
9467,1035,2082,171.29,2023-01-01 02:37:46,1,Discover,City-27,Restaurant,45,Purchase at Merchant-2082,Estonia
9468,1047,2015,4748.79,2023-01-01 02:37:47,1,MasterCard,City-28,Online Shopping,61,Purchase at Merchant-2015,Sweden
9469,1054,2015,4528.87,2023-01-01 02:37:48,0,American Express,City-23,Groceries,48,Purchase at Merchant-2015,Slovakia
9470,1082,2021,730.95,2023-01-01 02:37:49,0,Discover,City-50,Groceries,54,Purchase at Merchant-2021,Bulgaria
9471,1046,2063,1505.7,2023-01-01 02:37:50,1,Visa,City-30,Travel,41,Purchase at Merchant-2063,Denmark
9472,1007,2009,3051.25,2023-01-01 02:37:51,0,Visa,City-4,Restaurant,63,Purchase at Merchant-2009,Russia
9473,1038,2024,8144.38,2023-01-01 02:37:52,0,American Express,City-14,Retail,69,Purchase at Merchant-2024,North Macedonia
9474,1038,2069,1211.77,2023-01-01 02:37:53,0,American Express,City-6,Travel,49,Purchase at Merchant-2069,Poland
9475,1068,2042,2944.72,2023-01-01 02:37:54,1,MasterCard,City-48,Travel,38,Purchase at Merchant-2042,Finland
9476,1082,2022,6171.65,2023-01-01 02:37:55,1,MasterCard,City-1,Restaurant,61,Purchase at Merchant-2022,Iceland
9477,1010,2095,2120.77,2023-01-01 02:37:56,1,American Express,City-6,Retail,47,Purchase at Merchant-2095,Spain
9478,1066,2033,7770.87,2023-01-01 02:37:57,0,Visa,City-11,Restaurant,24,Purchase at Merchant-2033,Lithuania
9479,1025,2088,3511.11,2023-01-01 02:37:58,0,Discover,City-9,Online Shopping,64,Purchase at Merchant-2088,Cyprus
9480,1099,2092,4584.63,2023-01-01 02:37:59,1,MasterCard,City-41,Retail,66,Purchase at Merchant-2092,North Macedonia
9481,1081,2089,8516.15,2023-01-01 02:38:00,1,Visa,City-5,Online Shopping,50,Purchase at Merchant-2089,Spain
9482,1024,2051,9080.58,2023-01-01 02:38:01,0,Discover,City-16,Groceries,45,Purchase at Merchant-2051,Czech Republic
9483,1098,2037,4348.47,2023-01-01 02:38:02,1,MasterCard,City-15,Retail,56,Purchase at Merchant-2037,Andorra
9484,1013,2069,3078.63,2023-01-01 02:38:03,1,Visa,City-42,Groceries,68,Purchase at Merchant-2069,Serbia
9485,1077,2037,8686.85,2023-01-01 02:38:04,1,American Express,City-49,Restaurant,46,Purchase at Merchant-2037,Germany
9486,1097,2037,3775.17,2023-01-01 02:38:05,1,Discover,City-45,Groceries,27,Purchase at Merchant-2037,Austria
9487,1022,2073,534.94,2023-01-01 02:38:06,1,Discover,City-34,Groceries,41,Purchase at Merchant-2073,Switzerland
9488,1070,2034,5500.36,2023-01-01 02:38:07,1,Visa,City-32,Retail,19,Purchase at Merchant-2034,North Macedonia
9489,1042,2014,2470.87,2023-01-01 02:38:08,1,MasterCard,City-23,Travel,69,Purchase at Merchant-2014,Bosnia and Herzegovina
9490,1041,2098,7518.56,2023-01-01 02:38:09,0,Visa,City-14,Gas Station,19,Purchase at Merchant-2098,Austria
9491,1088,2016,3802.3,2023-01-01 02:38:10,0,Visa,City-42,Online Shopping,45,Purchase at Merchant-2016,Denmark
9492,1039,2051,674.18,2023-01-01 02:38:11,1,American Express,City-50,Gas Station,56,Purchase at Merchant-2051,Germany
9493,1035,2026,5849.72,2023-01-01 02:38:12,1,Visa,City-44,Groceries,47,Purchase at Merchant-2026,United Kingdom
9494,1088,2012,7506.88,2023-01-01 02:38:13,0,MasterCard,City-17,Restaurant,33,Purchase at Merchant-2012,Monaco
9495,1090,2072,7353.29,2023-01-01 02:38:14,0,American Express,City-12,Online Shopping,45,Purchase at Merchant-2072,Czech Republic
9496,1089,2064,6432.03,2023-01-01 02:38:15,0,MasterCard,City-5,Travel,39,Purchase at Merchant-2064,Serbia
9497,1047,2026,8937.34,2023-01-01 02:38:16,0,American Express,City-20,Travel,68,Purchase at Merchant-2026,Bulgaria
9498,1013,2017,6340.72,2023-01-01 02:38:17,0,MasterCard,City-19,Online Shopping,50,Purchase at Merchant-2017,Germany
9499,1069,2067,3566.59,2023-01-01 02:38:18,1,Discover,City-48,Retail,46,Purchase at Merchant-2067,Iceland
9500,1075,2005,7581.76,2023-01-01 02:38:19,0,MasterCard,City-33,Online Shopping,69,Purchase at Merchant-2005,Iceland
9501,1046,2061,6397.19,2023-01-01 02:38:20,0,American Express,City-14,Restaurant,63,Purchase at Merchant-2061,Spain
9502,1019,2062,4864.82,2023-01-01 02:38:21,1,Discover,City-22,Retail,59,Purchase at Merchant-2062,Lithuania
9503,1002,2014,4392.33,2023-01-01 02:38:22,1,Visa,City-19,Groceries,63,Purchase at Merchant-2014,Andorra
9504,1018,2015,8509.57,2023-01-01 02:38:23,0,Discover,City-44,Restaurant,55,Purchase at Merchant-2015,Slovenia
9505,1067,2030,2634.45,2023-01-01 02:38:24,0,Discover,City-50,Travel,34,Purchase at Merchant-2030,Italy
9506,1037,2005,935.89,2023-01-01 02:38:25,1,MasterCard,City-49,Travel,55,Purchase at Merchant-2005,Portugal
9507,1048,2050,6082.48,2023-01-01 02:38:26,1,American Express,City-22,Groceries,62,Purchase at Merchant-2050,Switzerland
9508,1100,2024,272.99,2023-01-01 02:38:27,0,Discover,City-49,Travel,27,Purchase at Merchant-2024,Malta
9509,1063,2011,9273.67,2023-01-01 02:38:28,1,MasterCard,City-30,Retail,60,Purchase at Merchant-2011,Bulgaria
9510,1053,2098,9687.77,2023-01-01 02:38:29,1,American Express,City-19,Retail,31,Purchase at Merchant-2098,Serbia
9511,1044,2089,9193.27,2023-01-01 02:38:30,1,American Express,City-37,Restaurant,25,Purchase at Merchant-2089,Netherlands
9512,1021,2009,5480.26,2023-01-01 02:38:31,1,Visa,City-33,Online Shopping,58,Purchase at Merchant-2009,Sweden
9513,1014,2031,34.78,2023-01-01 02:38:32,0,Discover,City-34,Gas Station,40,Purchase at Merchant-2031,Belgium
9514,1028,2056,1797.22,2023-01-01 02:38:33,1,Discover,City-46,Restaurant,24,Purchase at Merchant-2056,Denmark
9515,1020,2079,8017.8,2023-01-01 02:38:34,0,Discover,City-41,Retail,25,Purchase at Merchant-2079,Albania
9516,1065,2048,3439.32,2023-01-01 02:38:35,1,MasterCard,City-15,Online Shopping,18,Purchase at Merchant-2048,Portugal
9517,1029,2057,7288.79,2023-01-01 02:38:36,0,Visa,City-40,Groceries,58,Purchase at Merchant-2057,Albania
9518,1025,2095,9787.91,2023-01-01 02:38:37,0,Discover,City-28,Online Shopping,53,Purchase at Merchant-2095,Ireland
9519,1072,2019,8319.12,2023-01-01 02:38:38,1,American Express,City-34,Groceries,23,Purchase at Merchant-2019,Andorra
9520,1079,2057,7820.14,2023-01-01 02:38:39,1,MasterCard,City-13,Restaurant,69,Purchase at Merchant-2057,Kosovo
9521,1089,2077,2718.15,2023-01-01 02:38:40,1,Visa,City-36,Retail,49,Purchase at Merchant-2077,Italy
9522,1068,2099,2892.6,2023-01-01 02:38:41,0,Discover,City-45,Online Shopping,50,Purchase at Merchant-2099,Liechtenstein
9523,1069,2006,6836.63,2023-01-01 02:38:42,0,American Express,City-9,Gas Station,30,Purchase at Merchant-2006,Kosovo
9524,1092,2085,8751.3,2023-01-01 02:38:43,0,Discover,City-24,Online Shopping,23,Purchase at Merchant-2085,Lithuania
9525,1071,2065,3999.31,2023-01-01 02:38:44,1,American Express,City-10,Restaurant,32,Purchase at Merchant-2065,Belarus
9526,1090,2099,1415.41,2023-01-01 02:38:45,1,MasterCard,City-24,Restaurant,39,Purchase at Merchant-2099,Estonia
9527,1097,2025,5339.12,2023-01-01 02:38:46,1,MasterCard,City-19,Retail,47,Purchase at Merchant-2025,Latvia
9528,1015,2099,5364.08,2023-01-01 02:38:47,1,MasterCard,City-14,Groceries,22,Purchase at Merchant-2099,Italy
9529,1054,2027,5730.9,2023-01-01 02:38:48,0,Discover,City-3,Groceries,57,Purchase at Merchant-2027,Iceland
9530,1059,2093,3013.89,2023-01-01 02:38:49,0,MasterCard,City-40,Online Shopping,21,Purchase at Merchant-2093,Albania
9531,1010,2041,7552.73,2023-01-01 02:38:50,1,American Express,City-13,Groceries,55,Purchase at Merchant-2041,Netherlands
9532,1015,2006,9567.45,2023-01-01 02:38:51,0,Discover,City-22,Travel,62,Purchase at Merchant-2006,Poland
9533,1017,2073,670.39,2023-01-01 02:38:52,1,Visa,City-45,Travel,30,Purchase at Merchant-2073,Lithuania
9534,1003,2002,9252.26,2023-01-01 02:38:53,0,MasterCard,City-16,Retail,62,Purchase at Merchant-2002,France
9535,1062,2020,2767.17,2023-01-01 02:38:54,0,American Express,City-49,Travel,67,Purchase at Merchant-2020,Russia
9536,1045,2044,7314.84,2023-01-01 02:38:55,1,Visa,City-22,Retail,44,Purchase at Merchant-2044,Belgium
9537,1040,2033,6960.61,2023-01-01 02:38:56,1,Discover,City-12,Restaurant,45,Purchase at Merchant-2033,Denmark
9538,1089,2023,3744.18,2023-01-01 02:38:57,1,MasterCard,City-5,Retail,64,Purchase at Merchant-2023,Lithuania
9539,1047,2045,4827.2,2023-01-01 02:38:58,0,Visa,City-23,Gas Station,25,Purchase at Merchant-2045,North Macedonia
9540,1018,2060,5806.79,2023-01-01 02:38:59,0,American Express,City-5,Travel,48,Purchase at Merchant-2060,Finland
9541,1057,2026,1987.75,2023-01-01 02:39:00,0,American Express,City-32,Gas Station,44,Purchase at Merchant-2026,Greece
9542,1077,2083,3582.41,2023-01-01 02:39:01,1,American Express,City-13,Groceries,41,Purchase at Merchant-2083,Lithuania
9543,1067,2008,1153.42,2023-01-01 02:39:02,0,MasterCard,City-44,Groceries,50,Purchase at Merchant-2008,Finland
9544,1098,2051,6969.86,2023-01-01 02:39:03,1,Discover,City-19,Gas Station,50,Purchase at Merchant-2051,Lithuania
9545,1044,2049,5887.72,2023-01-01 02:39:04,1,MasterCard,City-25,Gas Station,23,Purchase at Merchant-2049,Malta
9546,1023,2020,5264.57,2023-01-01 02:39:05,0,Discover,City-27,Groceries,51,Purchase at Merchant-2020,Andorra
9547,1091,2038,4670.9,2023-01-01 02:39:06,1,Discover,City-2,Retail,68,Purchase at Merchant-2038,Greece
9548,1039,2065,8240.76,2023-01-01 02:39:07,0,MasterCard,City-28,Gas Station,50,Purchase at Merchant-2065,Serbia
9549,1004,2009,2144.43,2023-01-01 02:39:08,1,MasterCard,City-35,Groceries,69,Purchase at Merchant-2009,Vatican City
9550,1096,2029,1348.79,2023-01-01 02:39:09,1,Visa,City-47,Groceries,70,Purchase at Merchant-2029,Albania
9551,1016,2024,6885.15,2023-01-01 02:39:10,1,MasterCard,City-37,Retail,33,Purchase at Merchant-2024,Denmark
9552,1029,2081,2902.24,2023-01-01 02:39:11,0,American Express,City-41,Groceries,69,Purchase at Merchant-2081,Romania
9553,1017,2025,5835.8,2023-01-01 02:39:12,0,Visa,City-37,Groceries,47,Purchase at Merchant-2025,Switzerland
9554,1089,2043,2861.29,2023-01-01 02:39:13,0,MasterCard,City-46,Online Shopping,42,Purchase at Merchant-2043,Montenegro
9555,1019,2085,4413.71,2023-01-01 02:39:14,1,Discover,City-48,Retail,19,Purchase at Merchant-2085,San Marino
9556,1089,2093,6509.81,2023-01-01 02:39:15,0,Discover,City-10,Restaurant,44,Purchase at Merchant-2093,Hungary
9557,1030,2057,4255.01,2023-01-01 02:39:16,1,Discover,City-48,Travel,22,Purchase at Merchant-2057,Slovakia
9558,1040,2004,5143.19,2023-01-01 02:39:17,0,MasterCard,City-17,Restaurant,59,Purchase at Merchant-2004,Sweden
9559,1017,2057,527.16,2023-01-01 02:39:18,1,American Express,City-31,Travel,62,Purchase at Merchant-2057,Monaco
